Measurement number,Cluster number,Indices number,X-coordinate [mm],Y-coordinate [mm],Z-coordinate [mm],Row number,Column number,Slice number
646,1,646,5,10,40.4,26,21,1
647,1,647,5,11,40.4,27,21,1
648,1,648,5,12,40.4,28,21,1
649,1,649,5,13,40.4,29,21,1
650,1,650,5,14,40.4,30,21,1
651,1,651,5,15,40.4,31,21,1
652,1,652,6,-15,40.4,1,22,1
653,1,653,6,-14,40.4,2,22,1
654,1,654,6,-13,40.4,3,22,1
655,1,655,6,-12,40.4,4,22,1
656,1,656,6,-11,40.4,5,22,1
657,1,657,6,-10,40.4,6,22,1
658,1,658,6,-9,40.4,7,22,1
659,1,659,6,-8,40.4,8,22,1
660,1,660,6,-7,40.4,9,22,1
661,1,661,6,-6,40.4,10,22,1
662,1,662,6,-5,40.4,11,22,1
663,1,663,6,-4,40.4,12,22,1
664,1,664,6,-3,40.4,13,22,1
665,1,665,6,-2,40.4,14,22,1
666,1,666,6,-1,40.4,15,22,1
667,1,667,6,0,40.4,16,22,1
668,1,668,6,1,40.4,17,22,1
669,1,669,6,2,40.4,18,22,1
670,1,670,6,3,40.4,19,22,1
671,1,671,6,4,40.4,20,22,1
672,1,672,6,5,40.4,21,22,1
673,1,673,6,6,40.4,22,22,1
674,1,674,6,7,40.4,23,22,1
675,1,675,6,8,40.4,24,22,1
676,1,676,6,9,40.4,25,22,1
677,1,677,6,10,40.4,26,22,1
678,1,678,6,11,40.4,27,22,1
679,1,679,6,12,40.4,28,22,1
680,1,680,6,13,40.4,29,22,1
681,1,681,6,14,40.4,30,22,1
682,1,682,6,15,40.4,31,22,1
683,1,683,7,-15,40.4,1,23,1
684,1,684,7,-14,40.4,2,23,1
685,1,685,7,-13,40.4,3,23,1
686,1,686,7,-12,40.4,4,23,1
687,1,687,7,-11,40.4,5,23,1
688,1,688,7,-10,40.4,6,23,1
689,1,689,7,-9,40.4,7,23,1
690,1,690,7,-8,40.4,8,23,1
691,1,691,7,-7,40.4,9,23,1
692,1,692,7,-6,40.4,10,23,1
693,1,693,7,-5,40.4,11,23,1
694,1,694,7,-4,40.4,12,23,1
695,1,695,7,-3,40.4,13,23,1
696,1,696,7,-2,40.4,14,23,1
697,1,697,7,-1,40.4,15,23,1
698,1,698,7,0,40.4,16,23,1
699,1,699,7,1,40.4,17,23,1
700,1,700,7,2,40.4,18,23,1
701,1,701,7,3,40.4,19,23,1
702,1,702,7,4,40.4,20,23,1
703,1,703,7,5,40.4,21,23,1
704,1,704,7,6,40.4,22,23,1
705,1,705,7,7,40.4,23,23,1
706,1,706,7,8,40.4,24,23,1
707,1,707,7,9,40.4,25,23,1
708,1,708,7,10,40.4,26,23,1
709,1,709,7,11,40.4,27,23,1
710,1,710,7,12,40.4,28,23,1
711,1,711,7,13,40.4,29,23,1
712,1,712,7,14,40.4,30,23,1
713,1,713,7,15,40.4,31,23,1
714,1,714,8,-15,40.4,1,24,1
715,1,715,8,-14,40.4,2,24,1
716,1,716,8,-13,40.4,3,24,1
717,1,717,8,-12,40.4,4,24,1
718,1,718,8,-11,40.4,5,24,1
719,1,719,8,-10,40.4,6,24,1
720,1,720,8,-9,40.4,7,24,1
721,1,721,8,-8,40.4,8,24,1
722,1,722,8,-7,40.4,9,24,1
723,1,723,8,-6,40.4,10,24,1
724,1,724,8,-5,40.4,11,24,1
725,1,725,8,-4,40.4,12,24,1
726,1,726,8,-3,40.4,13,24,1
727,1,727,8,-2,40.4,14,24,1
728,1,728,8,-1,40.4,15,24,1
729,1,729,8,0,40.4,16,24,1
730,1,730,8,1,40.4,17,24,1
731,1,731,8,2,40.4,18,24,1
732,1,732,8,3,40.4,19,24,1
733,1,733,8,4,40.4,20,24,1
734,1,734,8,5,40.4,21,24,1
735,1,735,8,6,40.4,22,24,1
736,1,736,8,7,40.4,23,24,1
737,1,737,8,8,40.4,24,24,1
738,1,738,8,9,40.4,25,24,1
739,1,739,8,10,40.4,26,24,1
740,1,740,8,11,40.4,27,24,1
741,1,741,8,12,40.4,28,24,1
742,1,742,8,13,40.4,29,24,1
743,1,743,8,14,40.4,30,24,1
744,1,744,8,15,40.4,31,24,1
745,1,745,9,-15,40.4,1,25,1
746,1,746,9,-14,40.4,2,25,1
747,1,747,9,-13,40.4,3,25,1
748,1,748,9,-12,40.4,4,25,1
749,1,749,9,-11,40.4,5,25,1
750,1,750,9,-10,40.4,6,25,1
751,1,751,9,-9,40.4,7,25,1
752,1,752,9,-8,40.4,8,25,1
753,1,753,9,-7,40.4,9,25,1
754,1,754,9,-6,40.4,10,25,1
755,1,755,9,-5,40.4,11,25,1
756,1,756,9,-4,40.4,12,25,1
757,1,757,9,-3,40.4,13,25,1
758,1,758,9,-2,40.4,14,25,1
759,1,759,9,-1,40.4,15,25,1
760,1,760,9,0,40.4,16,25,1
761,1,761,9,1,40.4,17,25,1
762,1,762,9,2,40.4,18,25,1
763,1,763,9,3,40.4,19,25,1
764,1,764,9,4,40.4,20,25,1
765,1,765,9,5,40.4,21,25,1
766,1,766,9,6,40.4,22,25,1
767,1,767,9,7,40.4,23,25,1
768,1,768,9,8,40.4,24,25,1
769,1,769,9,9,40.4,25,25,1
770,1,770,9,10,40.4,26,25,1
771,1,771,9,11,40.4,27,25,1
772,1,772,9,12,40.4,28,25,1
773,1,773,9,13,40.4,29,25,1
774,1,774,9,14,40.4,30,25,1
775,1,775,9,15,40.4,31,25,1
776,1,776,10,-15,40.4,1,26,1
777,1,777,10,-14,40.4,2,26,1
778,1,778,10,-13,40.4,3,26,1
779,1,779,10,-12,40.4,4,26,1
780,1,780,10,-11,40.4,5,26,1
781,1,781,10,-10,40.4,6,26,1
782,1,782,10,-9,40.4,7,26,1
783,1,783,10,-8,40.4,8,26,1
784,1,784,10,-7,40.4,9,26,1
785,1,785,10,-6,40.4,10,26,1
786,1,786,10,-5,40.4,11,26,1
787,1,787,10,-4,40.4,12,26,1
788,1,788,10,-3,40.4,13,26,1
789,1,789,10,-2,40.4,14,26,1
790,1,790,10,-1,40.4,15,26,1
791,1,791,10,0,40.4,16,26,1
792,1,792,10,1,40.4,17,26,1
793,1,793,10,2,40.4,18,26,1
794,1,794,10,3,40.4,19,26,1
795,1,795,10,4,40.4,20,26,1
796,1,796,10,5,40.4,21,26,1
797,1,797,10,6,40.4,22,26,1
798,1,798,10,7,40.4,23,26,1
799,1,799,10,8,40.4,24,26,1
800,1,800,10,9,40.4,25,26,1
801,1,801,10,10,40.4,26,26,1
802,1,802,10,11,40.4,27,26,1
803,1,803,10,12,40.4,28,26,1
804,1,804,10,13,40.4,29,26,1
805,1,805,10,14,40.4,30,26,1
806,1,806,10,15,40.4,31,26,1
807,1,807,11,-15,40.4,1,27,1
808,1,808,11,-14,40.4,2,27,1
809,1,809,11,-13,40.4,3,27,1
810,1,810,11,-12,40.4,4,27,1
811,1,811,11,-11,40.4,5,27,1
812,1,812,11,-10,40.4,6,27,1
813,1,813,11,-9,40.4,7,27,1
814,1,814,11,-8,40.4,8,27,1
815,1,815,11,-7,40.4,9,27,1
816,1,816,11,-6,40.4,10,27,1
817,1,817,11,-5,40.4,11,27,1
818,1,818,11,-4,40.4,12,27,1
819,1,819,11,-3,40.4,13,27,1
820,1,820,11,-2,40.4,14,27,1
821,1,821,11,-1,40.4,15,27,1
822,1,822,11,0,40.4,16,27,1
823,1,823,11,1,40.4,17,27,1
824,1,824,11,2,40.4,18,27,1
825,1,825,11,3,40.4,19,27,1
826,1,826,11,4,40.4,20,27,1
827,1,827,11,5,40.4,21,27,1
828,1,828,11,6,40.4,22,27,1
829,1,829,11,7,40.4,23,27,1
830,1,830,11,8,40.4,24,27,1
831,1,831,11,9,40.4,25,27,1
832,1,832,11,10,40.4,26,27,1
833,1,833,11,11,40.4,27,27,1
834,1,834,11,12,40.4,28,27,1
835,1,835,11,13,40.4,29,27,1
836,1,836,11,14,40.4,30,27,1
837,1,837,11,15,40.4,31,27,1
838,1,838,12,-15,40.4,1,28,1
839,1,839,12,-14,40.4,2,28,1
840,1,840,12,-13,40.4,3,28,1
841,1,841,12,-12,40.4,4,28,1
842,1,842,12,-11,40.4,5,28,1
843,1,843,12,-10,40.4,6,28,1
844,1,844,12,-9,40.4,7,28,1
845,1,845,12,-8,40.4,8,28,1
846,1,846,12,-7,40.4,9,28,1
847,1,847,12,-6,40.4,10,28,1
848,1,848,12,-5,40.4,11,28,1
849,1,849,12,-4,40.4,12,28,1
850,1,850,12,-3,40.4,13,28,1
851,1,851,12,-2,40.4,14,28,1
852,1,852,12,-1,40.4,15,28,1
853,1,853,12,0,40.4,16,28,1
854,1,854,12,1,40.4,17,28,1
855,1,855,12,2,40.4,18,28,1
856,1,856,12,3,40.4,19,28,1
857,1,857,12,4,40.4,20,28,1
858,1,858,12,5,40.4,21,28,1
859,1,859,12,6,40.4,22,28,1
860,1,860,12,7,40.4,23,28,1
861,1,861,12,8,40.4,24,28,1
862,1,862,12,9,40.4,25,28,1
863,1,863,12,10,40.4,26,28,1
864,1,864,12,11,40.4,27,28,1
865,1,865,12,12,40.4,28,28,1
866,1,866,12,13,40.4,29,28,1
867,1,867,12,14,40.4,30,28,1
868,1,868,12,15,40.4,31,28,1
869,1,869,13,-15,40.4,1,29,1
870,1,870,13,-14,40.4,2,29,1
871,1,871,13,-13,40.4,3,29,1
872,1,872,13,-12,40.4,4,29,1
873,1,873,13,-11,40.4,5,29,1
874,1,874,13,-10,40.4,6,29,1
875,1,875,13,-9,40.4,7,29,1
876,1,876,13,-8,40.4,8,29,1
877,1,877,13,-7,40.4,9,29,1
878,1,878,13,-6,40.4,10,29,1
879,1,879,13,-5,40.4,11,29,1
880,1,880,13,-4,40.4,12,29,1
881,1,881,13,-3,40.4,13,29,1
882,1,882,13,-2,40.4,14,29,1
883,1,883,13,-1,40.4,15,29,1
884,1,884,13,0,40.4,16,29,1
885,1,885,13,1,40.4,17,29,1
886,1,886,13,2,40.4,18,29,1
887,1,887,13,3,40.4,19,29,1
888,1,888,13,4,40.4,20,29,1
889,1,889,13,5,40.4,21,29,1
890,1,890,13,6,40.4,22,29,1
891,1,891,13,7,40.4,23,29,1
892,1,892,13,8,40.4,24,29,1
893,1,893,13,9,40.4,25,29,1
894,1,894,13,10,40.4,26,29,1
895,1,895,13,11,40.4,27,29,1
896,1,896,13,12,40.4,28,29,1
897,1,897,13,13,40.4,29,29,1
898,1,898,13,14,40.4,30,29,1
899,1,899,13,15,40.4,31,29,1
900,1,900,14,-15,40.4,1,30,1
901,1,901,14,-14,40.4,2,30,1
902,1,902,14,-13,40.4,3,30,1
903,1,903,14,-12,40.4,4,30,1
904,1,904,14,-11,40.4,5,30,1
905,1,905,14,-10,40.4,6,30,1
906,1,906,14,-9,40.4,7,30,1
907,1,907,14,-8,40.4,8,30,1
908,1,908,14,-7,40.4,9,30,1
909,1,909,14,-6,40.4,10,30,1
910,1,910,14,-5,40.4,11,30,1
911,1,911,14,-4,40.4,12,30,1
912,1,912,14,-3,40.4,13,30,1
913,1,913,14,-2,40.4,14,30,1
914,1,914,14,-1,40.4,15,30,1
915,1,915,14,0,40.4,16,30,1
916,1,916,14,1,40.4,17,30,1
917,1,917,14,2,40.4,18,30,1
918,1,918,14,3,40.4,19,30,1
919,1,919,14,4,40.4,20,30,1
920,1,920,14,5,40.4,21,30,1
921,1,921,14,6,40.4,22,30,1
922,1,922,14,7,40.4,23,30,1
923,1,923,14,8,40.4,24,30,1
924,1,924,14,9,40.4,25,30,1
925,1,925,14,10,40.4,26,30,1
926,1,926,14,11,40.4,27,30,1
927,1,927,14,12,40.4,28,30,1
928,1,928,14,13,40.4,29,30,1
929,1,929,14,14,40.4,30,30,1
930,1,930,14,15,40.4,31,30,1
931,1,931,15,-15,40.4,1,31,1
932,1,932,15,-14,40.4,2,31,1
933,1,933,15,-13,40.4,3,31,1
934,1,934,15,-12,40.4,4,31,1
935,1,935,15,-11,40.4,5,31,1
936,1,936,15,-10,40.4,6,31,1
937,1,937,15,-9,40.4,7,31,1
938,1,938,15,-8,40.4,8,31,1
939,1,939,15,-7,40.4,9,31,1
940,1,940,15,-6,40.4,10,31,1
941,1,941,15,-5,40.4,11,31,1
942,1,942,15,-4,40.4,12,31,1
943,1,943,15,-3,40.4,13,31,1
944,1,944,15,-2,40.4,14,31,1
945,1,945,15,-1,40.4,15,31,1
946,1,946,15,0,40.4,16,31,1
947,1,947,15,1,40.4,17,31,1
948,1,948,15,2,40.4,18,31,1
949,1,949,15,3,40.4,19,31,1
950,1,950,15,4,40.4,20,31,1
951,1,951,15,5,40.4,21,31,1
952,1,952,15,6,40.4,22,31,1
953,1,953,15,7,40.4,23,31,1
954,1,954,15,8,40.4,24,31,1
955,1,955,15,9,40.4,25,31,1
956,1,956,15,10,40.4,26,31,1
957,1,957,15,11,40.4,27,31,1
958,1,958,15,12,40.4,28,31,1
959,1,959,15,13,40.4,29,31,1
960,1,960,15,14,40.4,30,31,1
961,1,961,15,15,40.4,31,31,1
