Measurement number,Cluster number,Indices number,X-coordinate [mm],Y-coordinate [mm],Z-coordinate [mm],Row number,Column number,Slice number
56,1,56,0,0,27.5,1,1,56
57,1,57,0,0,28,1,1,57
58,1,58,0,0,28.5,1,1,58
59,1,59,0,0,29,1,1,59
60,1,60,0,0,29.5,1,1,60
61,1,61,0,0,30,1,1,61
62,1,62,0,0,30.5,1,1,62
63,1,63,0,0,31,1,1,63
64,1,64,0,0,31.5,1,1,64
65,1,65,0,0,32,1,1,65
66,1,66,0,0,32.5,1,1,66
67,1,67,0,0,33,1,1,67
68,1,68,0,0,33.5,1,1,68
69,1,69,0,0,34,1,1,69
70,1,70,0,0,34.5,1,1,70
71,1,71,0,0,35,1,1,71
72,1,72,0,0,35.5,1,1,72
73,1,73,0,0,36,1,1,73
74,1,74,0,0,36.5,1,1,74
75,1,75,0,0,37,1,1,75
76,1,76,0,0,37.5,1,1,76
77,1,77,0,0,38,1,1,77
78,1,78,0,0,38.5,1,1,78
79,1,79,0,0,39,1,1,79
80,1,80,0,0,39.5,1,1,80
81,1,81,0,0,40,1,1,81
82,1,82,0,0,40.5,1,1,82
83,1,83,0,0,41,1,1,83
84,1,84,0,0,41.5,1,1,84
85,1,85,0,0,42,1,1,85
86,1,86,0,0,42.5,1,1,86
87,1,87,0,0,43,1,1,87
88,1,88,0,0,43.5,1,1,88
89,1,89,0,0,44,1,1,89
90,1,90,0,0,44.5,1,1,90
91,1,91,0,0,45,1,1,91
92,1,92,0,0,45.5,1,1,92
93,1,93,0,0,46,1,1,93
94,1,94,0,0,46.5,1,1,94
95,1,95,0,0,47,1,1,95
96,1,96,0,0,47.5,1,1,96
97,1,97,0,0,48,1,1,97
98,1,98,0,0,48.5,1,1,98
99,1,99,0,0,49,1,1,99
100,1,100,0,0,49.5,1,1,100
101,1,101,0,0,50,1,1,101
102,1,102,0,0,50.5,1,1,102
103,1,103,0,0,51,1,1,103
104,1,104,0,0,51.5,1,1,104
105,1,105,0,0,52,1,1,105
106,1,106,0,0,52.5,1,1,106
107,1,107,0,0,53,1,1,107
108,1,108,0,0,53.5,1,1,108
109,1,109,0,0,54,1,1,109
110,1,110,0,0,54.5,1,1,110
111,1,111,0,0,55,1,1,111
112,1,112,0,0,55.5,1,1,112
113,1,113,0,0,56,1,1,113
114,1,114,0,0,56.5,1,1,114
115,1,115,0,0,57,1,1,115
116,1,116,0,0,57.5,1,1,116
117,1,117,0,0,58,1,1,117
118,1,118,0,0,58.5,1,1,118
119,1,119,0,0,59,1,1,119
120,1,120,0,0,59.5,1,1,120
121,1,121,0,0,60,1,1,121
122,1,122,0,0,60.5,1,1,122
123,1,123,0,0,61,1,1,123
124,1,124,0,0,61.5,1,1,124
125,1,125,0,0,62,1,1,125
126,1,126,0,0,62.5,1,1,126
127,1,127,0,0,63,1,1,127
128,1,128,0,0,63.5,1,1,128
129,1,129,0,0,64,1,1,129
130,1,130,0,0,64.5,1,1,130
131,1,131,0,0,65,1,1,131
132,1,132,0,0,65.5,1,1,132
133,1,133,0,0,66,1,1,133
134,1,134,0,0,66.5,1,1,134
135,1,135,0,0,67,1,1,135
136,1,136,0,0,67.5,1,1,136
137,1,137,0,0,68,1,1,137
138,1,138,0,0,68.5,1,1,138
139,1,139,0,0,69,1,1,139
140,1,140,0,0,69.5,1,1,140
141,1,141,0,0,70,1,1,141
142,1,142,0,0,70.5,1,1,142
143,1,143,0,0,71,1,1,143
144,1,144,0,0,71.5,1,1,144
145,1,145,0,0,72,1,1,145
146,1,146,0,0,72.5,1,1,146
147,1,147,0,0,73,1,1,147
148,1,148,0,0,73.5,1,1,148
149,1,149,0,0,74,1,1,149
150,1,150,0,0,74.5,1,1,150
151,1,151,0,0,75,1,1,151
152,1,152,0,0,75.5,1,1,152
153,1,153,0,0,76,1,1,153
154,1,154,0,0,76.5,1,1,154
155,1,155,0,0,77,1,1,155
156,1,156,0,0,77.5,1,1,156
157,1,157,0,0,78,1,1,157
158,1,158,0,0,78.5,1,1,158
159,1,159,0,0,79,1,1,159
160,1,160,0,0,79.5,1,1,160
161,1,161,0,0,80,1,1,161
